Gender,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
Male,56,No,Lawyer,0.0,High,2.0,C
Male,27,No,Marketing,8.0,Low,4.0,D
Male,36,No,Engineer,3.0,Low,3.0,D
Female,70,Yes,Artist,1.0,Low,3.0,B
Female,40,Yes,Engineer,0.0,Average,2.0,C
Male,22,No,Healthcare,0.0,Low,4.0,D
Male,48,Yes,Artist,4.0,Low,1.0,B
Female,41,Yes,Artist,9.0,Average,2.0,C
Male,77,Yes,Lawyer,0.0,Low,2.0,C
Male,72,Yes,Artist,6.0,Low,1.0,D
Female,21,No,Healthcare,1.0,Low,3.0,D
Female,29,Yes,Healthcare,3.0,Low,4.0,C
Female,29,Yes,Artist,7.0,Low,7.0,D
Male,18,No,Healthcare,0.0,Low,2.0,D
Female,38,Yes,Engineer,0.0,Average,2.0,B
Female,48,Yes,Homemaker,3.0,Average,2.0,B
Female,48,Yes,Doctor,1.0,Average,2.0,A
Female,37,Yes,Artist,3.0,Low,1.0,C
Male,32,Yes,Healthcare,9.0,Low,5.0,D
Male,33,No,Healthcare,3.0,Low,5.0,B
Male,47,No,Artist,0.0,Average,5.0,A
Male,63,Yes,Artist,1.0,Average,3.0,C
Female,26,Yes,Healthcare,5.0,Low,2.0,D
Male,65,Yes,Lawyer,11.0,High,2.0,C
Male,22,No,Healthcare,1.0,Average,4.0,D
Female,42,No,Engineer,4.0,Low,1.0,B
Male,43,No,Artist,8.0,Low,1.0,A
Male,27,Yes,Artist,5.0,Low,4.0,B
Male,42,Yes,Artist,7.0,Low,1.0,A
Male,45,Yes,Executive,1.0,High,3.0,C
Male,33,Yes,Doctor,9.0,Low,6.0,D
Male,58,No,Executive,0.0,High,4.0,B
Male,21,No,Doctor,0.0,Low,3.0,A
Female,85,Yes,Homemaker,4.0,Low,1.0,D
Male,41,No,Doctor,1.0,Low,3.0,B
Female,57,No,Engineer,0.0,Low,1.0,B
Male,38,No,Doctor,0.0,Average,5.0,A
Male,50,Yes,Artist,0.0,Average,5.0,C
Male,33,No,Healthcare,1.0,Low,4.0,C
Male,26,No,Healthcare,1.0,Low,6.0,C
Male,25,Yes,Artist,12.0,Low,2.0,A
Male,63,No,Executive,1.0,High,3.0,C
Female,26,Yes,Artist,9.0,Low,1.0,A
Female,30,Yes,Engineer,3.0,Low,3.0,D
Female,36,Yes,Doctor,0.0,Low,1.0,B
Female,22,No,Healthcare,1.0,Low,9.0,D
Male,27,No,Doctor,9.0,Low,4.0,D
Male,42,Yes,Executive,1.0,High,5.0,B
Male,21,No,Healthcare,1.0,Low,2.0,D
Male,38,Yes,Executive,0.0,High,3.0,C
Male,63,Yes,Artist,0.0,Average,4.0,C
Female,25,Yes,Engineer,8.0,Low,3.0,D
Female,69,Yes,Artist,1.0,High,2.0,B
Male,53,Yes,Artist,9.0,Low,1.0,B
Male,36,Yes,Artist,1.0,Low,2.0,C
Male,27,Yes,Healthcare,1.0,Low,5.0,D
Male,19,No,Healthcare,1.0,Low,3.0,D
Male,29,No,Executive,0.0,Average,2.0,D
Female,51,Yes,Lawyer,6.0,Low,1.0,B
Male,43,Yes,Entertainment,5.0,Low,1.0,D
Male,42,Yes,Artist,1.0,Low,1.0,B
Male,37,Yes,Artist,7.0,Low,2.0,A
Male,66,No,Lawyer,0.0,High,2.0,B
Male,39,Yes,Artist,1.0,Average,2.0,A
Female,21,No,Entertainment,5.0,Low,5.0,D
Male,21,No,Healthcare,1.0,Low,4.0,D
Female,28,Yes,Executive,8.0,High,2.0,C
Male,56,Yes,Artist,0.0,Average,4.0,C
Male,26,Yes,Healthcare,1.0,Low,1.0,D
Male,18,No,Healthcare,8.0,Low,6.0,D
Male,23,No,Healthcare,1.0,Low,8.0,D
Female,45,Yes,Artist,1.0,Average,5.0,B
Female,65,No,Engineer,1.0,Average,3.0,A
Female,87,No,Artist,0.0,Low,1.0,A
Female,56,Yes,Artist,5.0,Average,4.0,C
Male,47,Yes,Artist,1.0,Low,2.0,B
Female,68,Yes,Doctor,1.0,Low,1.0,A
Male,18,No,Healthcare,1.0,Low,3.0,D
Male,40,Yes,Artist,6.0,Low,1.0,A
Female,41,Yes,Doctor,0.0,Low,1.0,B
Male,23,No,Healthcare,1.0,Low,4.0,D
Male,35,Yes,Artist,9.0,Low,1.0,B
Male,66,Yes,Executive,1.0,High,2.0,C
Male,22,No,Doctor,8.0,Low,3.0,D
Male,23,No,Healthcare,0.0,Low,4.0,D
Male,18,No,Marketing,1.0,Low,4.0,D
Male,60,No,Artist,0.0,Low,1.0,B
Female,40,No,Artist,0.0,Low,1.0,D
Male,28,No,Entertainment,1.0,Low,2.0,D
Male,42,No,Artist,6.0,Low,2.0,B
Male,46,Yes,Artist,1.0,Low,2.0,B
Female,23,No,Healthcare,9.0,Low,4.0,D
Male,43,Yes,Artist,0.0,Low,1.0,B
Female,20,No,Entertainment,0.0,Low,6.0,B
Female,27,Yes,Engineer,4.0,Low,2.0,D
Male,82,Yes,Lawyer,0.0,Low,1.0,D
Male,21,No,Healthcare,0.0,Low,4.0,D
Male,60,No,Artist,0.0,Average,2.0,B
Female,71,Yes,Lawyer,0.0,High,2.0,C
Female,39,Yes,Entertainment,7.0,Low,1.0,A
Female,35,Yes,Artist,1.0,Low,2.0,B
Male,19,No,Healthcare,1.0,Low,4.0,D
Male,53,Yes,Artist,0.0,Low,1.0,A
Male,23,No,Healthcare,4.0,Low,9.0,D
Female,50,Yes,Artist,4.0,Low,1.0,B
Male,35,Yes,Executive,4.0,High,4.0,C
Male,32,Yes,Doctor,11.0,Average,2.0,A
Female,33,No,Engineer,5.0,High,3.0,D
Female,53,Yes,Artist,1.0,Average,3.0,C
Male,47,Yes,Artist,0.0,Average,4.0,B
Female,37,Yes,Engineer,0.0,Low,1.0,A
Male,50,Yes,Artist,0.0,Average,4.0,C
Female,23,No,Healthcare,9.0,Low,3.0,D
Female,30,Yes,Entertainment,9.0,Low,1.0,D
Female,28,No,Healthcare,3.0,Low,2.0,A
Male,39,Yes,Artist,1.0,Low,1.0,B
Male,81,No,Lawyer,1.0,High,2.0,A
Female,65,No,Engineer,0.0,Average,2.0,B
Male,30,Yes,Healthcare,0.0,Low,2.0,A
Male,40,Yes,Artist,8.0,Low,1.0,B
Male,28,Yes,Artist,4.0,Low,6.0,B
Male,28,Yes,Doctor,0.0,Low,9.0,D
Female,60,Yes,Homemaker,1.0,Low,4.0,C
Male,48,Yes,Entertainment,1.0,Low,3.0,A
Male,70,Yes,Lawyer,3.0,Low,1.0,D
Female,39,Yes,Entertainment,7.0,Average,2.0,B
Male,42,No,Doctor,5.0,Average,5.0,B
Male,38,No,Entertainment,1.0,Average,2.0,B
Male,35,Yes,Artist,0.0,Low,1.0,C
Male,43,Yes,Entertainment,1.0,Average,3.0,B
Female,83,Yes,Lawyer,1.0,Low,1.0,B
Male,43,Yes,Artist,8.0,Low,1.0,B
Female,46,Yes,Artist,0.0,Average,4.0,C
Male,50,Yes,Doctor,0.0,Average,3.0,B
Female,38,Yes,Artist,8.0,Low,1.0,B
Male,69,No,Executive,1.0,High,2.0,C
Female,38,Yes,Artist,1.0,Average,2.0,C
Female,26,Yes,Healthcare,0.0,Low,3.0,D
Male,37,No,Healthcare,0.0,Low,5.0,A
Male,72,Yes,Executive,0.0,High,2.0,C
Male,52,Yes,Artist,1.0,Average,4.0,B
Male,85,Yes,Lawyer,1.0,High,2.0,A
Female,29,Yes,Healthcare,6.0,Low,3.0,D
Male,26,No,Healthcare,0.0,Low,4.0,C
Female,33,Yes,Doctor,0.0,Low,6.0,C
Female,40,Yes,Healthcare,0.0,Low,1.0,D
Male,79,Yes,Lawyer,2.0,High,2.0,B
Male,35,No,Artist,1.0,Low,1.0,A
Female,68,Yes,Lawyer,0.0,Low,1.0,C
Male,36,Yes,Artist,7.0,Average,5.0,B
Male,51,Yes,Executive,3.0,High,5.0,C
Male,25,Yes,Artist,8.0,Low,4.0,D
Female,39,Yes,Doctor,8.0,Average,2.0,C
Female,35,Yes,Artist,0.0,Average,2.0,C
Male,21,No,Healthcare,1.0,Low,4.0,D
Female,55,Yes,Artist,1.0,Average,4.0,C
Male,35,No,Executive,1.0,High,3.0,C
Female,39,No,Engineer,6.0,Low,1.0,C
Male,83,No,Executive,1.0,High,2.0,D
Male,45,Yes,Artist,1.0,Average,2.0,C
Male,40,Yes,Artist,9.0,Low,2.0,C
Female,27,Yes,Artist,1.0,Low,5.0,C
Male,51,No,Entertainment,7.0,Average,3.0,C
Male,35,Yes,Artist,1.0,Average,3.0,B
Male,57,Yes,Artist,0.0,Low,2.0,C
Male,20,No,Healthcare,1.0,Average,4.0,D
Female,49,Yes,Artist,4.0,Low,1.0,A
Male,52,Yes,Entertainment,1.0,Low,2.0,B
Male,35,Yes,Artist,1.0,Average,3.0,C
Male,39,Yes,Healthcare,1.0,Low,3.0,D
Male,69,Yes,Executive,0.0,Low,2.0,B
Female,26,Yes,Entertainment,6.0,Low,2.0,D
Male,36,Yes,Artist,8.0,Low,4.0,D
Female,25,Yes,Engineer,6.0,Average,2.0,A
Female,60,Yes,Artist,0.0,Low,1.0,B
Female,37,Yes,Healthcare,1.0,Low,2.0,A
Female,42,No,Artist,0.0,Low,1.0,D
Male,22,No,Healthcare,9.0,Low,4.0,D
Male,41,No,Doctor,2.0,Average,4.0,A
Male,75,No,Executive,0.0,Low,1.0,D
Female,77,Yes,Artist,0.0,High,2.0,B
Male,43,Yes,Executive,1.0,High,4.0,B
Female,31,Yes,Healthcare,8.0,Low,4.0,C
Male,33,No,Doctor,1.0,Low,2.0,B
Male,60,Yes,Executive,1.0,High,4.0,B
Female,61,Yes,Artist,1.0,Low,2.0,C
Female,29,No,Homemaker,8.0,Low,1.0,D
Male,25,Yes,Healthcare,1.0,Low,4.0,D
Male,83,Yes,Artist,2.0,High,2.0,A
Female,38,Yes,Artist,7.0,Low,1.0,C
Male,28,Yes,Artist,0.0,Low,4.0,C
Male,65,Yes,Entertainment,0.0,High,2.0,A
Female,61,Yes,Doctor,0.0,Average,4.0,B
Female,51,No,Engineer,4.0,Low,2.0,D
Male,36,No,Executive,2.0,High,3.0,D
Female,55,Yes,Artist,2.0,Average,2.0,C
Female,46,Yes,Artist,0.0,Average,4.0,A
Female,43,Yes,Artist,8.0,Average,2.0,B
Male,57,No,Doctor,4.0,Low,3.0,B
Male,35,No,Doctor,0.0,Low,1.0,A
Male,65,Yes,Artist,0.0,Average,2.0,C
Female,37,Yes,Artist,0.0,Low,3.0,A
Male,35,Yes,Artist,4.0,Average,2.0,A
Male,37,No,Executive,1.0,Low,2.0,A
Male,38,Yes,Executive,0.0,Average,3.0,B
Male,19,No,Healthcare,1.0,Low,3.0,D
Male,36,Yes,Artist,0.0,Low,1.0,B
Male,61,Yes,Artist,2.0,Average,2.0,C
Male,53,No,Artist,1.0,Average,6.0,A
Male,45,Yes,Artist,0.0,Low,1.0,C
Female,42,No,Entertainment,1.0,Low,6.0,B
Female,83,Yes,Lawyer,0.0,High,2.0,C
Female,36,Yes,Artist,0.0,Low,1.0,B
Male,42,Yes,Artist,1.0,Average,3.0,C
Female,80,No,Lawyer,1.0,High,2.0,C
Female,18,No,Healthcare,0.0,Low,5.0,D
Male,57,Yes,Entertainment,0.0,Low,2.0,A
Male,36,No,Marketing,0.0,Low,2.0,D
Female,43,Yes,Artist,8.0,Low,1.0,A
Male,31,No,Healthcare,1.0,Low,3.0,B
Male,38,Yes,Doctor,4.0,Low,1.0,B
Male,45,Yes,Artist,7.0,High,4.0,A
Male,72,Yes,Lawyer,0.0,High,2.0,C
Female,43,Yes,Doctor,9.0,Low,2.0,A
Female,29,Yes,Entertainment,8.0,Low,2.0,A
Male,45,Yes,Artist,1.0,Low,2.0,A
Female,29,Yes,Homemaker,13.0,Low,1.0,A
Male,43,Yes,Artist,7.0,Low,3.0,A
Female,42,No,Artist,0.0,Average,3.0,A
Male,47,No,Entertainment,9.0,Average,6.0,C
Male,26,Yes,Healthcare,1.0,Low,3.0,B
Female,60,Yes,Lawyer,1.0,High,3.0,C
Male,41,Yes,Executive,5.0,Low,2.0,A
Male,47,Yes,Executive,1.0,High,4.0,B
Male,27,Yes,Artist,7.0,Low,3.0,D
Female,46,Yes,Artist,8.0,Low,1.0,C
Female,25,Yes,Artist,2.0,Low,2.0,A
Female,22,No,Healthcare,1.0,Low,3.0,D
Male,56,No,Executive,1.0,Average,3.0,B
Female,35,Yes,Homemaker,9.0,Average,2.0,B
Male,50,Yes,Artist,8.0,Average,2.0,C
Male,33,No,Doctor,1.0,Low,6.0,A
Female,69,No,Entertainment,1.0,Low,2.0,B
Female,38,Yes,Engineer,4.0,Low,2.0,A
Male,42,Yes,Doctor,1.0,Average,5.0,C
Male,61,Yes,Entertainment,3.0,Average,6.0,B
Female,20,No,Healthcare,4.0,Low,6.0,D
Female,46,Yes,Engineer,1.0,Average,2.0,C
Male,40,No,Entertainment,5.0,Low,4.0,D
Male,51,Yes,Doctor,1.0,High,2.0,C
Female,58,Yes,Artist,4.0,Average,5.0,C
Female,33,Yes,Healthcare,1.0,Low,5.0,C
Male,26,No,Entertainment,0.0,Low,2.0,A
Male,58,No,Executive,4.0,High,3.0,C
Male,65,Yes,Homemaker,0.0,High,2.0,A
Male,41,Yes,Engineer,1.0,Average,2.0,C
Male,42,Yes,Doctor,0.0,Average,2.0,C
Male,25,No,Engineer,14.0,Low,1.0,D
Female,30,No,Homemaker,10.0,Low,6.0,D
Male,79,No,Lawyer,1.0,Low,1.0,D
Female,51,No,Healthcare,0.0,High,3.0,D
Male,26,Yes,Doctor,1.0,Low,4.0,C
Female,37,No,Entertainment,2.0,Average,4.0,A
Female,25,No,Doctor,0.0,Low,2.0,D
Male,41,Yes,Marketing,0.0,Low,2.0,D
Female,83,Yes,Executive,1.0,High,3.0,A
Male,35,Yes,Entertainment,0.0,Average,3.0,C
Male,21,No,Healthcare,3.0,Low,7.0,D
Female,28,Yes,Engineer,0.0,Low,3.0,D
Male,45,Yes,Artist,0.0,Average,2.0,C
Male,51,No,Executive,0.0,Low,4.0,B
Male,25,Yes,Entertainment,1.0,Low,3.0,A
Male,29,Yes,Healthcare,2.0,Low,3.0,C
Male,45,No,Marketing,1.0,Low,2.0,D
Female,47,No,Engineer,8.0,Average,5.0,B
Female,40,Yes,Artist,8.0,Low,2.0,B
Female,65,Yes,Lawyer,1.0,Low,1.0,A
Male,40,Yes,Artist,2.0,Low,1.0,B
Male,42,Yes,Doctor,8.0,Average,2.0,B
Male,45,Yes,Artist,2.0,Average,3.0,D
Female,58,Yes,Engineer,1.0,Low,1.0,A
Female,30,No,Doctor,1.0,Low,3.0,D
Male,35,Yes,Artist,10.0,High,2.0,B
Female,53,No,Homemaker,9.0,Low,1.0,A
Female,58,Yes,Artist,0.0,Average,2.0,C
Female,88,Yes,Artist,1.0,High,2.0,C
Female,27,No,Marketing,0.0,Low,3.0,C
Male,39,Yes,Artist,9.0,Low,1.0,A
Female,28,No,Artist,1.0,Low,4.0,B
Male,35,No,Entertainment,9.0,Low,3.0,A
Male,76,No,Executive,1.0,High,2.0,A
Female,33,Yes,Healthcare,0.0,Low,1.0,D
Female,59,Yes,Doctor,5.0,Low,2.0,A
Female,45,Yes,Doctor,0.0,Low,1.0,B
Female,33,No,Engineer,1.0,Low,3.0,D
Female,86,No,Lawyer,0.0,High,2.0,B
Female,20,No,Healthcare,0.0,Low,4.0,D
Female,25,No,Healthcare,0.0,Low,8.0,B
Female,33,Yes,Entertainment,0.0,Low,3.0,A
Female,62,Yes,Artist,0.0,High,2.0,C
Female,55,Yes,Artist,4.0,Average,4.0,C
Male,39,Yes,Artist,0.0,Low,1.0,A
Male,30,Yes,Healthcare,3.0,Low,6.0,D
Female,37,No,Executive,0.0,High,2.0,A
Female,40,No,Marketing,0.0,Low,1.0,A
Male,38,Yes,Artist,6.0,Low,4.0,A
Male,52,No,Artist,1.0,Low,2.0,A
Female,48,No,Engineer,1.0,Average,5.0,B
Female,60,No,Engineer,1.0,Average,5.0,B
Female,36,Yes,Engineer,9.0,Low,1.0,A
Male,59,Yes,Doctor,0.0,Average,2.0,C
Male,71,No,Entertainment,0.0,Average,3.0,A
Male,37,Yes,Executive,1.0,Average,2.0,B
Female,51,Yes,Artist,0.0,Low,1.0,A
Male,22,No,Healthcare,1.0,Low,3.0,D
Male,28,Yes,Artist,1.0,Average,2.0,B
Female,22,No,Healthcare,1.0,Low,8.0,D
Female,48,Yes,Homemaker,1.0,High,2.0,C
Female,23,No,Healthcare,1.0,Low,4.0,D
Female,31,No,Engineer,1.0,Low,8.0,A
Male,37,No,Artist,1.0,Low,5.0,C
Male,50,Yes,Doctor,1.0,Average,4.0,C
Female,50,Yes,Executive,1.0,Low,1.0,A
Female,43,Yes,Artist,1.0,Low,1.0,D
Male,20,No,Marketing,0.0,Low,4.0,C
Female,28,Yes,Entertainment,0.0,Low,4.0,B
Female,33,No,Healthcare,7.0,Low,6.0,C
Female,49,Yes,Artist,0.0,Low,1.0,B
Female,40,Yes,Healthcare,9.0,Low,1.0,D
Female,21,No,Doctor,0.0,Low,3.0,C
Female,36,No,Engineer,1.0,Low,5.0,A
Male,49,No,Doctor,1.0,Average,3.0,A
Female,36,Yes,Entertainment,0.0,Low,2.0,A
Female,32,Yes,Marketing,8.0,Low,1.0,D
Female,48,Yes,Artist,4.0,Average,2.0,C
Male,69,No,Entertainment,3.0,Low,8.0,A
Female,67,Yes,Engineer,1.0,Low,1.0,A
Female,32,No,Engineer,3.0,Low,2.0,C
Male,36,No,Engineer,0.0,Average,2.0,B
Male,43,Yes,Executive,6.0,High,3.0,C
Male,36,Yes,Artist,9.0,Average,5.0,D
Male,36,Yes,Artist,0.0,Average,2.0,C
Female,23,No,Healthcare,4.0,Low,3.0,D
Female,50,Yes,Artist,8.0,Average,2.0,B
Male,22,No,Healthcare,1.0,Low,4.0,D
Female,35,Yes,Doctor,0.0,Average,3.0,C
Female,52,Yes,Artist,0.0,Average,2.0,C
Female,68,Yes,Lawyer,0.0,Average,3.0,C
Male,46,Yes,Artist,1.0,Low,2.0,C
Male,49,Yes,Entertainment,0.0,Low,1.0,B
Male,37,Yes,Artist,0.0,Average,2.0,C
Male,53,Yes,Artist,9.0,Average,2.0,B
Female,70,No,Engineer,7.0,Low,1.0,B
Female,43,Yes,Artist,8.0,Low,4.0,D
Male,83,Yes,Executive,0.0,High,2.0,A
Female,25,Yes,Entertainment,9.0,Low,2.0,A
Male,45,Yes,Artist,0.0,Average,4.0,C
Female,29,Yes,Engineer,1.0,Low,1.0,A
Male,43,Yes,Artist,9.0,Average,2.0,C
Female,65,Yes,Lawyer,0.0,Low,1.0,A
Female,46,Yes,Artist,0.0,High,4.0,B
Male,59,Yes,Artist,8.0,Low,1.0,B
Female,30,Yes,Healthcare,0.0,Low,2.0,C
Male,29,No,Healthcare,5.0,Low,2.0,D
Male,58,Yes,Artist,9.0,Low,1.0,B
Male,71,No,Artist,1.0,Low,5.0,C
Male,53,No,Executive,1.0,Low,5.0,A
Male,36,Yes,Doctor,8.0,Average,4.0,C
Male,33,No,Engineer,0.0,Low,4.0,D
Male,32,Yes,Engineer,0.0,Low,3.0,B
Female,49,Yes,Entertainment,0.0,Low,1.0,D
Male,84,No,Lawyer,1.0,High,2.0,B
Male,30,Yes,Healthcare,0.0,Low,4.0,A
Male,26,No,Healthcare,1.0,Low,4.0,A
Female,41,Yes,Artist,5.0,High,3.0,B
Male,25,No,Healthcare,4.0,Low,5.0,D
Male,26,Yes,Healthcare,9.0,High,3.0,D
Female,27,No,Doctor,0.0,Low,5.0,A
Male,41,No,Executive,0.0,High,3.0,A
Female,80,Yes,Lawyer,0.0,Low,1.0,C
Female,50,Yes,Healthcare,1.0,Low,3.0,D
Female,66,Yes,Artist,0.0,Low,2.0,C
Male,58,No,Executive,1.0,High,5.0,B
Female,42,Yes,Doctor,0.0,Low,3.0,B
Female,37,Yes,Artist,0.0,Low,3.0,B
Male,49,Yes,Artist,0.0,Low,1.0,C
Male,39,Yes,Entertainment,3.0,Low,2.0,A
Male,69,No,Lawyer,0.0,Low,3.0,C
Female,50,Yes,Artist,1.0,High,5.0,C
Male,37,Yes,Entertainment,8.0,Average,2.0,B
Male,61,No,Entertainment,1.0,Low,2.0,A
Male,52,Yes,Executive,1.0,High,4.0,C
Female,23,No,Healthcare,1.0,Low,4.0,D
Female,49,Yes,Artist,0.0,High,4.0,B
Female,27,Yes,Engineer,9.0,Low,7.0,C
Male,43,Yes,Artist,1.0,Low,2.0,A
Female,35,No,Entertainment,1.0,Low,1.0,B
Female,52,No,Executive,1.0,Low,1.0,A
Male,48,Yes,Executive,0.0,High,4.0,C
Male,26,No,Artist,8.0,Low,5.0,A
Female,49,Yes,Artist,1.0,Low,2.0,C
Male,37,Yes,Entertainment,0.0,Low,1.0,A
Male,30,No,Executive,13.0,Low,4.0,D
Male,43,No,Entertainment,0.0,Low,1.0,D
Female,42,Yes,Artist,0.0,Low,3.0,C
Male,60,Yes,Artist,0.0,Average,2.0,C
Female,23,No,Healthcare,4.0,Low,7.0,D
Male,81,Yes,Lawyer,9.0,Low,1.0,B
Female,45,Yes,Engineer,2.0,Low,1.0,A
Male,33,Yes,Artist,1.0,Low,2.0,C
Male,25,No,Entertainment,8.0,Low,2.0,D
Male,38,No,Executive,1.0,Average,5.0,B
Male,25,Yes,Executive,8.0,High,2.0,A
Male,62,Yes,Artist,1.0,High,2.0,B
Male,45,Yes,Artist,1.0,Low,4.0,B
Female,63,Yes,Artist,1.0,Low,2.0,B
Female,39,Yes,Artist,0.0,High,2.0,A
Female,25,No,Engineer,1.0,Low,1.0,B
Female,67,Yes,Artist,0.0,Low,1.0,B
Male,81,Yes,Entertainment,1.0,Low,1.0,D
Male,31,Yes,Artist,1.0,Low,4.0,C
Male,22,No,Healthcare,1.0,Low,4.0,D
Female,33,No,Engineer,1.0,Low,2.0,B
Female,42,No,Artist,8.0,High,5.0,B
Male,25,No,Executive,4.0,High,8.0,D
Female,41,Yes,Artist,1.0,High,2.0,B
Female,40,Yes,Artist,1.0,Low,1.0,D
Female,50,Yes,Artist,0.0,Average,2.0,C
Female,31,No,Entertainment,9.0,Low,4.0,C
Female,63,Yes,Artist,0.0,Average,2.0,C
Male,57,No,Executive,0.0,High,4.0,A
Female,40,Yes,Artist,0.0,Low,1.0,A
Female,45,Yes,Artist,8.0,High,3.0,B
Male,25,Yes,Healthcare,1.0,Low,3.0,D
Female,22,No,Healthcare,0.0,Low,4.0,D
Female,38,Yes,Artist,1.0,Low,3.0,A
Male,37,Yes,Artist,9.0,Average,2.0,C
Male,78,No,Lawyer,1.0,High,2.0,A
Female,37,Yes,Artist,2.0,Average,2.0,B
Male,43,Yes,Healthcare,5.0,Average,2.0,D
Male,23,No,Healthcare,1.0,Low,4.0,D
Male,43,No,Artist,0.0,Low,1.0,D
Male,43,Yes,Artist,2.0,Average,2.0,C
Male,71,No,Lawyer,3.0,High,2.0,D
Female,38,Yes,Artist,8.0,Low,1.0,D
Male,48,Yes,Executive,9.0,High,4.0,B
Male,53,Yes,Artist,1.0,Average,3.0,C
Female,41,No,Engineer,0.0,Low,2.0,A
Female,28,Yes,Marketing,0.0,Low,2.0,D
Male,22,No,Healthcare,1.0,Low,6.0,D
Female,43,Yes,Artist,3.0,Average,2.0,C
Male,28,No,Doctor,0.0,Average,2.0,A
Female,48,Yes,Doctor,1.0,Average,6.0,B
Male,42,Yes,Artist,14.0,Low,2.0,A
Female,38,Yes,Healthcare,0.0,Low,4.0,A
Female,42,Yes,Engineer,6.0,Low,3.0,D
Male,43,Yes,Entertainment,1.0,Low,2.0,B
Female,46,Yes,Artist,1.0,Average,2.0,C
Female,43,Yes,Engineer,1.0,Low,2.0,B
Female,28,Yes,Healthcare,1.0,Low,6.0,D
Female,48,Yes,Engineer,0.0,Average,4.0,B
Male,82,No,Lawyer,1.0,High,2.0,A
Male,49,Yes,Artist,1.0,Low,2.0,C
Female,41,Yes,Artist,0.0,Average,2.0,C
Male,66,Yes,Entertainment,0.0,Average,2.0,B
Male,22,No,Healthcare,0.0,Low,5.0,D
Female,31,Yes,Healthcare,9.0,Low,3.0,D
Female,49,Yes,Artist,3.0,High,5.0,C
Male,77,No,Lawyer,1.0,High,2.0,A
Male,41,Yes,Entertainment,0.0,Low,2.0,B
Male,78,No,Entertainment,0.0,Low,1.0,D
Male,41,Yes,Artist,7.0,Low,1.0,A
Female,39,Yes,Artist,3.0,Average,2.0,C
Male,50,Yes,Executive,0.0,High,3.0,B
Male,35,Yes,Artist,3.0,Average,2.0,C
Female,52,Yes,Doctor,1.0,Average,3.0,B
Female,50,Yes,Engineer,4.0,Average,4.0,A
Male,63,No,Healthcare,0.0,Average,4.0,B
Female,47,Yes,Artist,0.0,Low,3.0,B
Female,38,No,Artist,4.0,Low,2.0,A
Male,32,No,Doctor,2.0,Low,2.0,D
Male,31,No,Healthcare,0.0,Low,6.0,D
Male,36,No,Executive,1.0,High,3.0,B
Male,67,Yes,Artist,0.0,Low,1.0,D
Male,53,Yes,Entertainment,8.0,Average,4.0,C
Male,51,Yes,Artist,0.0,Low,1.0,B
Male,56,No,Executive,0.0,Low,2.0,A
Male,72,Yes,Executive,1.0,High,4.0,B
Female,42,Yes,Artist,2.0,Average,2.0,C
Female,26,No,Homemaker,9.0,Average,2.0,A
Male,37,Yes,Entertainment,1.0,Low,2.0,A
Male,18,No,Healthcare,1.0,Low,4.0,D
Male,29,No,Marketing,1.0,Low,7.0,D
Female,70,Yes,Lawyer,0.0,Low,1.0,D
Female,19,No,Healthcare,1.0,Low,5.0,D
Male,46,Yes,Artist,5.0,Average,2.0,C
Male,53,No,Executive,1.0,High,4.0,A
Female,50,Yes,Artist,0.0,Low,1.0,B
Female,43,Yes,Artist,1.0,Average,3.0,B
Female,23,No,Healthcare,0.0,Low,4.0,D
Female,61,Yes,Artist,0.0,Average,2.0,B
Male,27,Yes,Doctor,9.0,Average,2.0,A
Female,83,Yes,Lawyer,1.0,Low,1.0,C
Male,32,Yes,Healthcare,5.0,Low,2.0,D
Male,58,Yes,Artist,1.0,Average,5.0,B
Male,67,Yes,Doctor,1.0,Average,3.0,C
Female,19,No,Healthcare,8.0,Low,5.0,D
Male,88,Yes,Lawyer,0.0,High,2.0,A
Male,35,Yes,Artist,7.0,Low,2.0,A
Male,45,Yes,Artist,0.0,Average,4.0,B
Female,35,Yes,Artist,9.0,Average,4.0,B
Female,27,No,Healthcare,0.0,Low,2.0,D
Male,35,Yes,Executive,4.0,High,3.0,B
Female,20,No,Healthcare,2.0,Low,3.0,D
Male,41,No,Entertainment,12.0,Average,3.0,A
Female,33,No,Healthcare,1.0,Low,6.0,C
Male,58,Yes,Artist,0.0,Low,1.0,C
Male,86,No,Executive,0.0,High,2.0,A
Male,61,No,Engineer,7.0,Average,5.0,D
Male,32,Yes,Artist,0.0,Low,3.0,D
Male,20,No,Healthcare,0.0,Low,3.0,D
Male,32,No,Artist,0.0,Low,4.0,D
Female,69,No,Artist,0.0,High,2.0,C
Female,35,Yes,Entertainment,9.0,Low,4.0,C
Female,72,Yes,Lawyer,1.0,Low,2.0,D
Female,37,Yes,Artist,0.0,Low,1.0,C
Male,33,Yes,Healthcare,4.0,Low,1.0,D
Male,40,No,Executive,0.0,Average,4.0,D
Female,55,Yes,Artist,1.0,Low,2.0,C
Male,23,No,Executive,1.0,High,9.0,A
Female,51,No,Doctor,1.0,High,1.0,D
Male,69,No,Doctor,0.0,Average,3.0,B
Female,73,No,Lawyer,0.0,High,2.0,C
Female,20,No,Marketing,1.0,Low,3.0,B
Female,53,Yes,Artist,1.0,Low,1.0,B
Female,46,Yes,Artist,0.0,Average,4.0,A
